栏目,发布时间,标题,来源媒体,摘要,URL
证券要闻,2025/8/26 12:12,今日46只个股突破半年线,证券时报网,证券时报·数据宝统计，截至今日上午收盘，上证综指3888.00点，收于半年线之上，涨跌幅0.11%，A股总成交额为16993.57亿元。到目前为止，今日有46只A股价格突破了半年线，其中乖离率较大的个股有曙光股份、正丹股份、东百集团等，乖离率分别为4.78%、4.68%、2.88%；锦江酒店、名臣健康、春秋航空等个股乖离率较小，刚刚站上半年线。,"http://finance.eastmoney.com/news/1353,202508263494710278.html"
证券要闻,2025/8/26 12:12,798只股短线走稳 站上五日均线,证券时报网,证券时报·数据宝统计，截至今日上午收盘，上证综指3888.00点，收于五日均线之上，涨跌幅0.11%，A股总成交额为16993.57亿元。到目前为止，今日有798只A股价格突破了五日均线，其中乖离率较大的个股有嘉亨家化、迈得医疗、天润科技等，乖离率分别为14.97%、13.39%、11.22%；中草香料、激智科技、东诚药业等个股乖离率较小，刚刚站上五日均线。,"http://finance.eastmoney.com/news/1354,202508263494739588.html"
证券要闻,2025/8/26 12:12,今日沪指涨0.11% 农林牧渔行业涨幅最大,证券时报网,证券时报·数据宝统计，截至上午收盘，今日沪指涨0.11%，A股成交量1072.65亿股，成交金额16993.57亿元，比上一个交易日减少19.14%。个股方面，3318只个股上涨，其中涨停68只，1940只个股下跌，其中跌停4只。,"http://finance.eastmoney.com/news/1353,202508263494740089.html"
证券要闻,2025/8/26 12:12,68只股上午收盘涨停(附股),证券时报网,截至上午收盘，上证指数报收3888.00点，上涨0.11%；深证成指收于12532.51点，上涨0.74%；创业板指上涨0.21%；科创50指数下跌0.52%。不含当日上市新股，今日可交易A股中，上涨个股有3306只，占比61.39%，下跌个股有1922只，平盘个股157只。其中，收盘股价涨停的有68只，跌停股有4只。,"http://finance.eastmoney.com/news/1353,202508263494709891.html"
证券要闻,2025/8/26 12:10,个人养老金理财产品扩容至37只,上海证券报·中国证券网,上证报中国证券网讯（记者黄坤）8月26日，中国理财网发布第九批个人养老金理财产品名单，中邮理财新增2只个人养老金理财产品。具体来看，本次新增个人养老金理财产品分别设置18个月和2年的最短持有期，2只产品风险等级均为二级（中低），风险程度适中。本次新增个人养老金理财产品投资性质均为固定收益类，主要投资于债券等固定收益类资产，同时配置少量权益类资产及衍生品资产。,"http://finance.eastmoney.com/news/1353,202508263494896532.html"
证券要闻,2025/8/26 14:44,30亿元！上海低空经济企业沃兰特航空再添“大单”,证券时报网,8月26日，上海低空经济企业沃兰特航空与农银金融租赁有限公司（以下简称：农银金租）签署了针对沃兰特天行VE25-100eVTOL（电动垂直起降飞行器）的购机确认订单。根据协议，农银金租与沃兰特航空分别签署10架天行的确认订单和110架的意向订单，订单总额达30亿元；沃兰特航空在取得型号合格证（TypeCertificate）后将陆续交付农银金租对其进行商业化租赁运营。,"http://finance.eastmoney.com/news/1350,202508263494826719.html"
证券要闻,2025/8/26 12:03,国家能源局：我国市场交易电量占全社会用电量比例连续四年稳定在60%以上,上海证券报·中国证券网,上证报记者史丽摄上证报中国证券网讯（记者白丽斐）国家能源局新能源和可再生能源司司长李创军26日在国新办举行的“高质量完成‘十四五’规划”系列主题新闻发布会上表示，电力市场规模实现“量质齐升”。“十四五”以来，我国市场交易电量从“十三五”的10.7万亿千瓦时增长到23.8万亿千瓦时，翻了一倍还多。,"http://finance.eastmoney.com/news/1353,202508263494895371.html"
证券要闻,2025/8/26 12:03,安徽省江南产业集中区建设投资发展（集团）有限公司原董事长刘包进被查,界面新闻,安徽纪检监察网8月26日通报，安徽省江南产业集中区建设投资发展（集团）有限公司原党委书记、董事长刘包进涉嫌严重违纪违法，目前正接受池州市纪委监委纪律审查和监察调查。,"http://finance.eastmoney.com/news/1353,202508263494895186.html"
证券要闻,2025/8/26 8:00,大国重器传来好消息！江门中微子实验大科学装置正式运行,央视新闻,【大国重器传来好消息！江门中微子实验大科学装置正式运行】2025年8月26日，江门中微子实验（JUNO）成功完成2万吨液体闪烁体灌注，并正式运行取数。经过十余年的准备和建设，江门中微子实验成为国际上首个运行的超大规模和超高精度中微子专用大科学装置。,"http://finance.eastmoney.com/news/1350,202508263494221332.html"
证券要闻,2025/8/26 16:28,*ST天茂账上净资产218亿元 77亿市值退市！大股东低价“回收”股份,每日经济新闻,在年报迟迟未能披露、股票已被实施退市风险警示之后，“法人股大王”刘益谦实际控制的*ST天茂（000627.SZ。此前简称：天茂集团）打算主动退市。就相关议案，8月25日，*ST天茂在湖北荆门召开股东大会进行表决。《每日经济新闻》记者现场采访了解到，此次股东大会历时两个多小时，多名中小股东称自己远道赴会，甚至有人从内蒙古辗转搭乘动车、飞机，然后自驾车抵达现场。,"http://finance.eastmoney.com/news/1345,202508263494911495.html"
证券要闻,2025/8/26 11:58,国家能源局：我国构建起全球最大、发展最快的可再生能源体系,上海证券报·中国证券网,上证报记者史丽摄上证报中国证券网讯（记者白丽斐）国家能源局局长王宏志26日在国新办举行的“高质量完成‘十四五’规划”系列主题新闻发布会上表示，“十四五”是绿色低碳转型最快的五年。我国构建起全球最大、发展最快的可再生能源体系，可再生能源发电装机占比由40%提升至60%左右，风电光伏每年新增装机先后突破1亿、2亿、3亿千瓦关口，实现台阶式跃升发展，发展速度和力度前所未有。,"http://finance.eastmoney.com/news/1353,202508263494897679.html"
证券要闻,2025/8/26 11:57,300971，3分钟直线涨停！,中国基金报,【导读】A股三大指数集体低开，深成指率先翻红；博亚精工开盘3分多钟直线冲上涨停板，涨幅达20%一起来看下最新的市场情况及资讯。8月26日早盘，A股三大指数集体低开，随后震荡拉升，深成指率先翻红，沪指、创业板指跌幅收窄。截至发稿，沪指跌0.18%，深成指涨0.21%，创业板指跌0.13%。,"http://finance.eastmoney.com/news/1353,202508263494707057.html"
证券要闻,2025/8/26 11:56,我国自主研制超大型耙吸挖泥船将下水,界面新闻,经过3年多研制，今天（8月26日）中午，我国自主设计研发建造的两艘超大型耙吸挖泥船将在江苏启东下水。挖泥船也叫疏浚船，常用于港口清淤、航道挖掘、填海造陆等作业。两艘超大型耙吸挖泥船分别是“通浚”轮和“浚广”轮。两艘挖泥船设计长度均约198米，最大挖深120米，最大舱容相当于一次装满18个标准游泳池的量，泥舱容量亚洲第一，装载效率世界领先。,"http://finance.eastmoney.com/news/1353,202508263494897785.html"
证券要闻,2025/8/26 16:14,涨停潮！消费电子午后爆发！华为概念股集体走高,证券时报网,消费电子午后爆发。在8月25日放量大涨过后，A股今日（8月26日）整体保持震荡走势。AI芯片、创新药、稀土永磁等前期热门板块有所调整，低位滞涨方向获资金流入；游戏、化工、农林牧渔、消费电子等板块表现较为活跃。在此背景下，今日两市股指在低开后展开温和震荡调整走势，深证成指表现相对强势。,"http://finance.eastmoney.com/news/1345,202508263494891426.html"
证券要闻,2025/8/26 11:53,美股医药股普跌！特朗普誓言：将把药价降至当前的1/1500,财联社,当地时间周一，美国总统特朗普再度誓言，将大幅降低美国药价。在他发出这番言论后，美股医药股普遍走低。特朗普周一在椭圆形办公室对记者表示，他的最惠国政策将把药品价格降至当前价格的1/1400至1/1500。“我们讨论的是，某种产品在德国售价80美元，而在美国售价却达到1300美元。我们不会再这样做了。我们曾经补贴全世界，现在不会再这样做了。”特朗普说道。,"http://finance.eastmoney.com/news/1354,202508263494707129.html"
证券要闻,2025/8/26 16:11,金价狂飙 采矿赚嗨了！多公司回应下半年生产计划,中新经纬,2025年上半年，全球地区冲突不断升级，避险情绪利好黄金，国际黄金价格大幅上扬。采金矿是笔好生意吗?金矿股业绩普增截至发稿，A股多数金矿企业已披露2025年中报，营收、净利双双大涨。其中，招金黄金业绩增长最为明显：2025年上半年实现营业收入1.96亿元，同比增长98.27%；归属于上市公司股东的净利润4469.46万元，同比增长181.36%，实现扭亏为盈。,"http://finance.eastmoney.com/news/1345,202508263494888725.html"
证券要闻,2025/8/26 14:29,百亿大挪移！沉睡七年“比特币巨鲸”苏醒：狂抛比特币、扫货以太币,财联社,【百亿大挪移！沉睡七年“比特币巨鲸”苏醒：狂抛比特币、扫货以太币】近来，越来越多的币圈投资者，可能已经注意到了一个有意思的现象——全球最大加密货币比特币正持续高位震荡乃至走软，然而第二大加密货币以太币则明显要走势更强……,"http://finance.eastmoney.com/news/1351,202508263494805033.html"
证券要闻,2025/8/26 11:47,午评：沪指窄幅震荡涨0.11%，深证成指涨0.73%，游戏、养殖板块走强,证券时报网,26日早盘，两市低开震荡，沪指微涨，深证成指涨0.73%。截至午间收盘，沪指涨0.11%报3888点，深证成指涨0.73%，创业板指涨0.21%，科创50指数跌0.52%，沪深北三市合计成交16998亿元。,"http://finance.eastmoney.com/news/1353,202508263494740227.html"
证券要闻,2025/8/26 13:54,从争夺流量到比拼AI 腾讯、字节、阿里开启协同办公“三国杀”,科创板日报,【从争夺流量到比拼AI 腾讯、字节、阿里开启协同办公“三国杀”】在AI大模型广泛渗透各行各业的背景下，钉钉、飞书与企业微信这三大巨头，已逐渐告别昔日以用户规模为核心的流量战，转向以AI能力为引擎的智能化竞赛。这一转变在近期的密集产品发布中尤为明显。,"http://hk.eastmoney.com/news/1535,202508263494773485.html"
证券要闻,2025/8/26 11:42,每10块LCD屏幕就有超6块来自中国！深圳军团如何改写世界显示格局,时代周报,编者按：8月26日，是深圳经济特区建立45周年的日子。45载砥砺前行，在时代浪潮中，深圳一路丈量奋进，长成今日国际大都市：金融版图从零起步，深市上市公司已超2800家；摩天楼宇拔地而起，599米刷新城市高度；通信技术从2G跃向6G，一路领跑……深圳的发展留下了众多跨越行业的刻度。时代财经、时代周报推出《深圳刻度》系列报道，记录这座城市的进化维度。,"http://finance.eastmoney.com/news/1353,202508263494703721.html"
证券要闻,2025/8/26 0:28,“沪六条”引爆地产板块 15年楼市“限购令”逐步淡出,第一财经,【“沪六条”引爆地产板块 15年楼市“限购令”逐步淡出】伴随上海发布限购“松绑”等楼市新政，包含万科A（000002.SZ）在内的房地产上市公司8月25日集体飘红。上海市住房和城乡建设管理委、市房屋管理局等六部门当天联合印发了《关于优化调整本市房地产政策措施的通知》（下称“沪六条”），涉及住房限购、公积金、住房信贷、住房税收等六项调整。新政自2025年8月26日起施行。,"http://finance.eastmoney.com/news/1354,202508253493857654.html"
证券要闻,2025/8/26 11:40,国内ETF总规模首次突破5万亿元,证券时报网,据证券时报·数据宝统计，截至8月26日，国内1273只ETF总规模达到5.07万亿元，首次突破5万亿元大关。其中，股票型ETF规模为34597.19亿元，QDII型ETF规模为7537.23亿元，债券型ETF规模为5559.03亿元，货币型ETF规模为1424.7亿元，商品型ETF规模为1532.57亿元。值得注意的是，国内ETF总规模的增长步伐显著加快。,"http://finance.eastmoney.com/news/1353,202508263494741068.html"
证券要闻,2025/8/26 11:32,外资持股比例超24%的股票名单,证券时报网,根据深沪交易所公布的境外投资者持股信息，8月25日共3只股票境外投资者持有比例超24%。来自港交所的信息显示，8月25日深股通已暂停买入思源电气，暂停买入生效日为2025年7月31日。,"http://finance.eastmoney.com/news/1353,202508263494700291.html"
证券要闻,2025/8/26 8:40,最新！特朗普政府拟对印度商品征收50%关税,华夏时报,据央视新闻报道，当地时间8月25日，美国国土安全部发布预告通知，拟自8月27日零时起对印度商品加征50%关税。据彭博社报道，该通知指出，关税将适用于“所有进口供消费或仓储提取供消费的印度商品”。美对印加征关税总体税率将增至50%美国总统特朗普8月6日签署行政令，以印度“以直接或间接方式进口俄罗斯石油”为由，对印度输美产品征收额外的25%关税。,"http://finance.eastmoney.com/news/1345,202508263494233061.html"
证券要闻,2025/8/26 11:58,取消40集上限！“广电21条”搅动影视剧市场 行业影响几何？,澎湃新闻,近日，国家广播电视总局印发实施《进一步丰富电视大屏内容促进广电视听内容供给的若干举措》（简称《若干举措》），被业内称之为“广电21条”。《若干举措》强调，要多措并举加强内容建设，增加优质广电视听内容供给。,"http://finance.eastmoney.com/news/1353,202508263494707213.html"
证券要闻,2025/8/26 11:25,融资客看好8股 买入占成交比例超三成,证券时报网,融资客的行为一直备受市场关注，投资者寄望能从中捕捉到投资机会。证券时报·数据宝统计，8月25日共有3713只个股获融资资金买入，其中买入金额居前的个股有东方财富，买入额为53.68亿元；胜宏科技买入额为37.02亿元；北方稀土买入额为36.04亿元。从融资买入额占个股当日成交额比例来看，8只个股买入额占成交额比例超30%。,"http://finance.eastmoney.com/news/1353,202508263494696998.html"
证券要闻,2025/8/26 11:25,8月以来公告上市股票型ETF平均仓位24.71%,证券时报网,今日3只股票类ETF发布上市公告书。从公告的最新仓位来看，富国中证500ETF股票仓位为10.00%，华夏上证580ETF股票仓位为31.11%，科综指增股票仓位为18.86%。,"http://finance.eastmoney.com/news/1353,202508263494735910.html"
证券要闻,2025/8/26 11:25,【数据揭秘】融资客看好个股一览,证券时报网,证券时报·数据宝统计，截至8月25日，市场融资融券余额为21883.27亿元，较前一交易日的21550.68亿元增加332.59亿元。当日京沪深市场融资买入额为3740.56亿元，前一交易日为2966.23亿元；当日的融券卖出量为1.33亿股，前一交易日为0.79亿股。从个券来看，融资方面，共有3713只个券出现融资买入，3717只个券出现融资偿还。,"http://finance.eastmoney.com/news/1353,202508263494696622.html"
证券要闻,2025/8/26 11:24,今日盘中突破半年线个股,证券时报网,证券时报·数据宝统计，截至今日上午10:29，上证综指3871.31点，收于半年线之上，涨跌幅-0.32%，A股总成交额为12408.94亿元。到目前为止，今日有29只A股价格突破了半年线，其中乖离率较大的个股有曙光股份、正丹股份、许昌智能等，乖离率分别为7.43%、5.25%、2.96%；钱江水利、ST帕瓦、唐山港等个股乖离率较小，刚刚站上半年线。,"http://finance.eastmoney.com/news/1354,202508263494696452.html"
证券要闻,2025/8/26 11:24,【盘中播报】沪指跌0.30% 钢铁行业跌幅最大,证券时报网,证券时报·数据宝统计，截至上午10:29，今日沪指跌0.30%，A股成交量772.35亿股，成交金额12322.54亿元，比上一个交易日减少20.27%。个股方面，2524只个股上涨，其中涨停49只，2691只个股下跌，其中跌停4只。,"http://finance.eastmoney.com/news/1353,202508263494735629.html"
证券要闻,2025/8/26 11:24,基金8月25日参与33家公司的调研活动,证券时报网,昨日基金共对33家公司进行调研，扎堆调研芯原股份、天安新材、风华高科等。证券时报·数据宝统计，8月25日共40家公司被机构调研，按调研机构类型看，基金参与33家公司的调研活动，其中，10家以上基金扎堆调研公司共9家。芯原股份最受关注，参与调研的基金达20家；天安新材、风华高科等分别获15家、13家基金集体调研。,"http://finance.eastmoney.com/news/1353,202508263494692469.html"
证券要闻,2025/8/26 11:24,今日673家公司公布半年报 71家业绩增幅翻倍,证券时报网,证券时报·数据宝统计，8月26日共有673家公司公布2025年半年报，其中353家净利润同比增长，320家同比下降，389家营业收入同比增长，284家同比下降，净利润和营业收入同时增长的公司有华宏科技等255家，净利润和营业收入均下降的有罗平锌电等186家，业绩增幅翻倍的公司有71家，其中华宏科技增幅最大，达3480.57%。,"http://finance.eastmoney.com/news/1353,202508263494693775.html"
证券要闻,2025/8/26 11:24,2360家公司公布半年报 299家业绩增幅翻倍,证券时报网,证券时报·数据宝统计，截至8月26日，有2360家公司公布2025年半年报，其中1330家净利润同比增长，1030家同比下降，1428家营业收入同比增长，932家同比下降，净利润和营业收入同时增长的公司有新特电气等1026家，利润收入均下降的有通用电梯等628家，业绩增幅翻倍的公司有299家，其中新特电气增幅最大，达49775.01%。,"http://finance.eastmoney.com/news/1354,202508263494692527.html"
证券要闻,2025/8/26 11:23,短线防风险 26只个股短期均线现死叉,证券时报网,证券时报·数据宝统计，截至上午10:29，上证综指3871.31点，涨跌幅为-0.32%，A股总成交额为12408.94亿元。到目前为止，今日有26只A股的5日均线主动下穿10日均线，其中共同药业、万里马、海南海药等个股的5日均线较10日均线距离最大，分别达-1.07%、-0.80%、-0.68%。,"http://finance.eastmoney.com/news/1354,202508263494692279.html"
证券要闻,2025/8/26 15:40,*ST沪科三个月营收不足15万元 股价却大涨,证券时报网,一家A股公司，一个季度的收入竟不足15万元。不过，这只股票今日走高，午后一度涨逾4%。*ST沪科(600608)8月25日晚披露2025年半年报，报告期内，公司实现营业收入440.02万元，同比下降65%；净利润3.49万元，同比下降95.81%。单季度来看，公司第二季度的营业收入只有14.46万元，亏损额为44.55万元。据2024年年报，*ST沪科在职员工合计18人。,"http://finance.eastmoney.com/news/1354,202508263494856429.html"
证券要闻,2025/8/26 11:18,ETF追踪：昨日ETF净申购163.2亿元 资金加仓证券ETF,东方财富研究中心,昨日（8月25日），东方财富Choice数据显示，场内股票型ETF净申购147.81亿份；其中，沪市股票型ETF净申购72.83亿份，深市股票型ETF净申购74.99亿份。以最新净值计，昨日市场净申购163.18亿元。稀土ETF易方达涨幅最大数据显示，昨日场内股票型ETF中，稀土ETF易方达、稀土ETF、云50ETF涨幅居前。其中，稀土ETF易方达涨幅最大，为7.89%。,"http://finance.eastmoney.com/news/11063,202508263494686740.html"
证券要闻,2025/8/26 11:12,低位赛道爆发 养殖ETF继续冲高 现涨超2%,东方财富证券,【低位赛道爆发 养殖ETF继续冲高 现涨超2%】8月26日早盘，生猪板块逆市拉升，养殖ETF(516760)现涨2.15%，成分股牧原股份(002714)上涨6.79%，晓鸣股份(300967)上涨4.70%，圣农发展(002299)上涨3.88%，巨星农牧(603477)，天康生物(002100)等个股跟涨。,"http://finance.eastmoney.com/news/1353,202508263494680055.html"
证券要闻,2025/8/26 11:07,688228，连续20cm涨停！ 华为欧拉概念，直线拉升！,证券时报网,卫星导航板块异动，开普云(688228)连续两个交易日20cm涨停，中国卫星2连板。华为欧拉板块持续走高。8月26日，A股三大指数集体低开。煤炭、游戏、钢铁、光伏等板块开盘活跃；半导体、证券、AI芯片概念开盘走低。港股方面，恒生指数和恒生科技指数均低开，科网股普遍回调。蔚来跌超7%，小鹏汽车跌逾2%，华虹半导体、中芯国际跌超2%，泡泡玛特涨超3%。,"http://finance.eastmoney.com/news/1354,202508263494680335.html"
证券要闻,2025/8/26 11:03,A股飘绿，超2800股下跌,21世纪经济报道,8月26日，A股三大指数集体低开。截至10:30左右，沪指跌0.36%，深成指跌0.09%，创业板指跌0.69%。全市场超2800只个股下跌。板块方面，人工智能、算力涨幅居前。开普云、拓维信息、天融信等涨停。东方证券表示，国内AI大模型频频取得突破、国产AI芯片、国产交换芯片性能持续提升，我国AI算力、AI应用、国产交换芯片有望得到持续发展。,"http://finance.eastmoney.com/news/1353,202508263494678343.html"
证券要闻,2025/8/26 11:00,信创概念股异动拉升 麒麟信安涨超15%,每日经济新闻,每经AI快讯，8月26日，信创概念股异动拉升，麒麟信安涨超15%，中国长城、浙大网新、中国高科、中国软件、天源迪科、神州数码等跟涨。消息面上，全新一代中国操作系统——银河麒麟操作系统V11今天在2025中国操作系统产业大会正式发布。,"http://finance.eastmoney.com/news/1354,202508263494679745.html"
证券要闻,2025/8/26 10:46,大数据重磅大会即将举办 融资客重金潜伏21只概念股,人民财讯,人民财讯8月26日电，据贵阳广播电视台微信公众号“知知贵阳”消息，8月28日至30日，由国家数据局主办、贵州省政府承办的2025中国国际大数据产业博览会（简称数博会）将在贵阳市举办。截至目前，华为、中国电信、中国移动、中国联通、中国电子、中国电科、南方电网、中国铁塔、百度、浪潮等众多企业确认参展，集中呈现数字基建、AI大模型、数据安全、智能终端等领域的前沿技术与应用成果。,"http://finance.eastmoney.com/news/1353,202508263494674334.html"
证券要闻,2025/8/26 10:40,领涨2%！化工ETF连续4日单日净申购超10亿份！,东方财富证券,【领涨2%！化工ETF连续4日单日净申购超10亿份！】消息面上，涤纶长丝行业更新，终端需求改善，库存有所去化，看好长丝金九银十旺季盈利弹性。截至2025年8月26日 10：38，化工ETF(159870)上涨2%，冲击5连涨。最新价报0.69元。,"http://finance.eastmoney.com/news/1353,202508263494657281.html"
证券要闻,2025/8/26 10:34,中国屏何以大“显”身手,中国经济网,证券日报记者丁蓉曾几何时，一台大尺寸电视也是价格不菲的“奢侈品”。而如今，电视的屏幕越来越大，价格却越来越“美丽”，75英寸的电视仅需几千元。在深圳市福田区华强北路的顺电门店四楼电视销售区，工作人员黄胜军向《证券日报》记者介绍：“门店有116英寸电视机，还可以调到130英寸乃至160英寸的产品。,"http://finance.eastmoney.com/news/1354,202508263494665884.html"
证券要闻,2025/8/26 10:33,白酒板块震荡回升 底部确认仍需时间验证,金融投资报,在大盘持续反弹的背景下，白酒板块也迎来了一轮显著的上涨行情。有分析指出，白酒行业内部仍呈现明显的分化态势，部分头部企业保持业绩稳健增长态势，但二线品牌则遭遇明显压力。对于近期白酒板块二级市场出现的反弹，市场人士认为，其主要原因还是悲观情绪释放充分，市场调整基本到位后的反应。加上近期大盘表现强势，在市场普涨格局下，白酒板块出现了不错的表现。,"http://finance.eastmoney.com/news/1353,202508263494668291.html"
证券要闻,2025/8/26 10:30,低至10万元 华泰柏瑞中证2000指增限购,财联社,【低至10万元 华泰柏瑞中证2000指增限购】市场火热的同时不少基金开启限购模式，华泰柏瑞基金今日起对旗下中证2000指增产品限购，限购金额低至10万元。今年中小盘行情高涨，跟踪中证2000指数相关基金涨幅在宽基居首。不过，小微盘策略容量等因素之下，为保证本基金的稳定运作，保护基金份额持有人利益，基金公司开启限购。今年以来，基金公司根据市场行情等因素判断，对产品限购出手愈加频繁，仅8月，已有634只基金发布过暂停申购或暂停大额申购等相关公告。,"http://finance.eastmoney.com/news/1353,202508263494638570.html"
证券要闻,2025/8/26 0:12,苹果有望明年推出首款折叠屏手机 多公司回应相关业务情况,证券时报网,【苹果有望明年推出首款折叠屏手机 多公司回应相关业务情况】目前，除苹果外的主流手机厂商，均已推出折叠屏手机产品，而苹果何时入局或推出首款折叠屏手机，备受市场关注，如今这一时刻似乎渐行渐近。,"http://finance.eastmoney.com/news/1354,202508253493871040.html"
证券要闻,2025/8/26 10:23,胜宏科技、北方稀土获资金净流入超35亿元丨资金流向日报,21世纪经济报道,一、证券市场回顾南财金融终端数据显示，昨日（8月25日，下同）上证综指日内上涨1.51%，收于3883.56点，最高3883.56点；深证成指日内上涨2.26%，收于12441.07点，最高12477.97点；创业板指日内上涨3.0%，收于2762.99点，最高2782.01点。,"http://finance.eastmoney.com/news/1354,202508263494631227.html"
证券要闻,2025/8/26 10:10,A股开盘跳水，超4000股下跌,中国基金报,8月26日，上证指数低开0.31%，创业板指跌0.57%。AI硬件端普遍回调，液冷、覆铜板概念跌幅居前，GPU、金融科技板块同步调整，芯原股份跌超5%，多位股东七折询价转让5%股份，寒武纪低开5%。个股方面，超4000只股下跌。8月26日，恒指低开0.45%，恒生科技指数跌0.76%。科网股普遍回调，蔚来跌近8%；海底捞绩后低开逾3%，上半年翻台率低于“及格线”。,"http://finance.eastmoney.com/news/1353,202508263494647345.html"
证券要闻,2025/8/26 10:06,这轮行情并不是散户市，谁是主力？,财联社,财联社8月26日讯（记者吴雨其）昨日，沪指涨1.51%，报3883.56点，创下近十年来新高；深证成指涨幅更达2.26%，创业板指更是大涨3%；沪深两市合计成交达3.18万亿元，成为A股历史上第二次单日成交突破3万亿元。当指数、成交额、市场热度几乎同时“破表”，A股所受的关切度也再度升温。,"http://finance.eastmoney.com/news/1353,202508263494733741.html"
证券要闻,2025/8/26 6:00,东方财富财经早餐 8月26日周二,东方财富Choice数据,【东方财富财经早餐 8月26日周二】1、中共中央办公厅、国务院办公厅《关于推进绿色低碳转型加强全国碳市场建设的意见》对外公布。2、国家发改委主任郑栅洁主持召开座谈会，听取“十五五”时期扩内需稳就业意见建议。3、三部门联合印发《关于金融支持林业高质量发展的通知》。,"http://finance.eastmoney.com/news/1353,202508263494029520.html"
证券要闻,2025/8/26 9:52,华为昇腾板块走强 软件指数ETF现涨1.59% 冲击五连涨！,东方财富证券,【华为昇腾板块走强 软件指数ETF现涨1.59% 冲击五连涨！】盘面上，华为昇腾板块持续走强，开普云20cm涨停，正元智慧涨超13%，拓维信息涨停。软件指数ETF(560360)现涨1.59%，冲击五连涨！,"http://finance.eastmoney.com/news/1353,202508263494640449.html"
证券要闻,2025/8/26 9:52,楼市早餐荟 | 上海住房限购政策调整；保利发展上半年归母净利润27.11亿元；首开股份上半年净亏损18.39亿元,北京商报,【1】上海住房限购政策调整8月25日，上海市住房城乡建设管理委、市房屋管理局、市财政局、市税务局、人民银行上海市分行、市公积金管理中心等六部门联合印发《关于优化调整本市房地产政策措施的通知》（以下简称《通知》），包括调减住房限购、优化住房公积金、优化个人住房信贷以及完善个人住房房产税等政策。《通知》明确进一步调减住房限购政策。一是符合条件居民家庭在外环外购房不限套数。,"http://finance.eastmoney.com/news/1354,202508263494622246.html"
证券要闻,2025/8/26 9:47,3万亿成交额引爆市场！算力龙头屡创新高，资金抱团还能持续多久？,财联社,导读：①出海算力硬件个股新高不断，AI算力需求爆发式增长，资金抱团明显，留意分歧低吸以及细分领域个股的补涨机会；②国产算力方向持续活跃，但在连续的放量拉升后，板块内部分歧或有所加剧，把握轮动节奏或是关键。8月26日17:00全天来看，今日算力股方向分歧加剧，胜宏科技最终跌近8%，工业富联、新易盛、寒武纪、海光信息同样跌超4%，在经历了连续放量拉升后，部分资金选择获利了结。,"http://finance.eastmoney.com/news/1353,202508263494622162.html"
证券要闻,2025/8/26 9:39,IPO雷达 | 泰金新能在手订单下降 产能利用率不足,界面新闻,界面新闻记者赵阳戈冲刺科创板IPO之际，西安泰金新能科技股份有限公司（以下简称“泰金新能”）却面临增长背后的现金流隐忧。泰金新能近三年营收与净利润复合增长率均超40%，但2024年经营活动现金流却骤降至-4.7亿元，短期借款激增至4.37亿元，凸显资金链紧张。,"http://finance.eastmoney.com/news/1353,202508263494603411.html"
证券要闻,2025/8/26 9:39,80股股东户数连降 筹码持续集中,证券时报网,投资者可以在交易所互动平台上通过提问方式了解部分公司更及时（每月10日、20日、月末）的股东户数信息。证券时报·数据宝统计显示，487家公司公布了截至8月20日最新股东户数，相比之前各期，有80股股东户数连续减少3期以上，股东户数最多已连降13期。也就是说筹码呈持续集中趋势。,"http://finance.eastmoney.com/news/1353,202508263494601950.html"
证券要闻,2025/8/26 0:08,1.2亿只“毛孩子”撬动千亿元市场！多家宠物行业上市公司业绩上涨,每日经济新闻,【1.2亿只“毛孩子”撬动千亿元市场！多家宠物行业上市公司业绩上涨】8月25日晚间，乖宝宠物、天元宠物、佩蒂股份等多家A股上市宠物公司适时发布2025年半年度报告。财报与盛会两相印证，一些新的行业趋势逐渐明朗。,"http://finance.eastmoney.com/news/1354,202508253493964694.html"
证券要闻,2025/8/26 9:34,昨日行情回顾,财联社,财联社8月26日电，上个交易日市场全天震荡走高，沪指逼近3900点，创业板指领涨。个股涨多跌少，全市场超3300只个股上涨。沪深两市全天成交额3.14万亿，较上周五放量5944亿，为历史第二高成交额。,"http://finance.eastmoney.com/news/1353,202508263494585054.html"
证券要闻,2025/8/26 9:33,中金公司：猪业步入新范式，传统猪周期规律逐步失效,中国证券报·中证金牛座,8月26日，中金公司研报称，我国猪业已步入新范式：猪价、增长、投资新范式。传统猪周期规律逐步失效，“振幅收敛、长度缩短、波动下降”特征强化，源自规模化快速提升及固定资产冗余背景下产业分工重塑，近期“反内卷”监管政策调控强化了这一特征。相应地，产业及投资逻辑已变，龙头因内生增长动能、分红能力更强，成长与价值稀缺性均在凸显。,"http://finance.eastmoney.com/news/1353,202508263494793985.html"
证券要闻,2025/8/26 9:32,北交所公司分配方案全名单,证券时报网,半年报分红季来临，共有15家北交所公司公布了分配方案，分配方案中，涉及派现的有15家。证券时报·数据宝统计，公布现金分红方案公司中，锦波生物分红最慷慨，公司8月11日公布10派10元（含税）的分配方案，以此测算，派现金额达1.15亿元；其次是天工股份、广信科技等，派现金额为6556.00万元、5999.97万元。,"http://finance.eastmoney.com/news/1353,202508263494511615.html"
