栏目,发布时间,标题,来源媒体,摘要,URL,情感,置信度
证券要闻,2025-08-28 10:22:01,今日897家公司公布半年报 100家业绩增幅翻倍,证券时报网,证券时报·数据宝统计，8月28日共有897家公司公布2025年半年报，其中439家净利润同比增长，458家同比下降，490家营业收入同比增长，407家同比下降，净利润和营业收入同时增长的公司有宏和科技等323家，净利润和营业收入均下降的有中化国际等291家，业绩增幅翻倍的公司有100家，其中宏和科技增幅最大，达10587.74%。,"http://finance.eastmoney.com/news/1353,202508283497652441.html",positive (stars 4 and 5),0.7228904962539673
证券要闻,2025-08-28 10:21:55,港股通成交活跃股追踪 商汤-W近一个月首次上榜,证券时报网,8月27日上榜港股通成交活跃榜个股中，商汤-W为近一个月首次上榜。证券时报·数据宝统计显示，8月27日港股通（包括沪市港股通及深市港股通）成交活跃股合计成交565.00亿港元，占当日港股通成交金额的29.55%，净买入金额134.39亿港元。,"http://finance.eastmoney.com/news/1353,202508283497648253.html",positive (stars 4 and 5),0.956203818321228
证券要闻,2025-08-28 10:21:30,中芯国际再创新高 半导体设备ETF涨超3% 年内累涨超25%！,东方财富证券,【中芯国际再创新高 半导体设备ETF涨超3% 年内累涨超25%！】早盘芯片股震荡走强，中芯国际涨超8%，股价创历史新高！截至10：19，半导体设备ETF基金(159327)盘中涨3%，年内累涨约25%！,"http://finance.eastmoney.com/news/1353,202508283497644961.html",positive (stars 4 and 5),0.841462254524231
证券要闻,2025-08-28 16:07:30,华泰证券投资峰会亮观点：基本面仍磨底 可关注消费板块左侧布局机会,财联社,华泰证券2025年秋季投资峰会于8月27日在上海举办，本届峰会以“谋划长远，破卷立新”为主题，汇聚行业力量对2025年下半程全球宏观经济走势与资本市场发展前景进行深度探讨。此次峰会为期两天，会议议程设计全面且聚焦。,"http://finance.eastmoney.com/news/1345,202508283497955510.html",positive (stars 4 and 5),0.893876850605011
证券要闻,2025-08-28 10:16:19,60股上半年业绩超预期 13股三季度以来获融资客大幅加仓,人民财讯,【60股上半年业绩超预期 13股三季度以来获融资客大幅加仓】半年报密集“交卷”中。截至当前，从已披露2025年半年报及半年报业绩预告的公司来看，今年上半年业绩超预期的公司有60家，即上半年实现盈利，且净利润超过业绩预告披露的净利润上限，5家公司净利润较业绩预告上限超出10%以上，包括华昌化工、立新能源、登云股份等。,"http://finance.eastmoney.com/news/1353,202508283497608946.html",positive (stars 4 and 5),0.8180316090583801
证券要闻,2025-08-28 16:05:57,全球首款 中国科学家研发出可智能实现全频段高速通信芯片,科技日报,利用先进的薄膜铌酸锂光子材料，基于全新架构，我国学者研发出全球首款基于光电融合集成技术的自适应、全频段、高速无线通信芯片。8月27日，该成果刊登于国际顶级学术期刊《自然》。传统电子学硬件仅可在单个频段工作，不同频段的器件依赖不同的设计规则、结构方案和材料体系，难以实现跨频段工作。,"http://finance.eastmoney.com/news/1345,202508283497953679.html",positive (stars 4 and 5),0.9476404190063477
证券要闻,2025-08-28 10:14:16,26个行业获融资净买入 25股获融资净买入额超2亿元,证券时报网,Wind统计显示，8月27日，申万31个一级行业中有26个行业获融资净买入，其中，电子行业获融资净买入额居首，当日净买入42.81亿元；获融资净买入居前的行业还有电力设备、非银金融、银行、计算机、有色金属、通信等，净买入金额均超10亿元。个股方面，8月27日有1948只个股获融资净买入，净买入金额在1亿元以上的有82股。其中，25股获融资净买入额超2亿元。,"http://finance.eastmoney.com/news/1354,202508283497645974.html",positive (stars 4 and 5),0.8494275212287903
证券要闻,2025-08-28 14:13:53,AI热潮还能推动美股涨多少？资管巨头警告：估值过高 未来回报堪忧！,财联社,【AI热潮还能推动美股涨多少？资管巨头警告：估值过高 未来回报堪忧！】过去两年多，在AI热潮的推动下，大型科技公司引领美股持续走高，仅今年以来，标普500指数已经创下19个历史收盘新高。然而，最近几天，市场对于AI热潮能否持续下去的质疑持续升温。,"http://stock.eastmoney.com/news/1768,202508283497870715.html",positive (stars 4 and 5),0.808364987373352
证券要闻,2025-08-28 12:50:58,2025中国民营企业500强发布：京东集团、阿里巴巴、恒力集团位居前三,每日经济新闻,全国工商联在辽宁沈阳发布“2025中国民营企业500强”。结果显示，京东集团、阿里巴巴（中国）有限公司、恒力集团有限公司位居前三。,"http://finance.eastmoney.com/news/1350,202508283497735633.html",positive (stars 4 and 5),0.5881170630455017
证券要闻,2025-08-28 15:27:57,认购量提升182% 连夜签单买房！上海楼市最新实探来了,中国基金报,8月25日发布的《关于优化调整本市房地产政策措施的通知》是上海今年以来首次出台的楼市新政，涵盖住房限购、公积金、住房信贷、住房税收等多项调整。近两天，记者走访了链家、我爱我家等多个房产中介门店以及新房楼盘，实地调研了解新政给市场带来的影响。有中介表示，新政后成交量明显多了，多个楼盘推出“今夜不打烊”活动，通宵卖房。,"http://finance.eastmoney.com/news/1345,202508283497920562.html",positive (stars 4 and 5),0.9549212455749512
证券要闻,2025-08-28 10:07:43,千万用户、万亿市场 卫星产业或将爆发？,21世纪经济报道,近期卫星板块催化不断，板块交投活跃。据Wind金融终端，卫星产业ETF（159218）近五日（8月21日—27日）净流入近8300万，今早盘中涨近4%，华力创通涨超14%，跟踪指数成分股权重近7%的中国卫星涨停，中国卫通涨超7%。利好全面释放，手机等终端直连卫星时代或开启消息面上，重磅利好释放。,"http://finance.eastmoney.com/news/1353,202508283498507127.html",positive (stars 4 and 5),0.8536652326583862
证券要闻,2025-08-28 10:04:37,24股每笔成交量增长超50%,证券时报网,证券时报·数据宝统计，截至8月27日收盘，沪指报收3800.35点，涨跌幅-1.76%；深成指报收12295.07点，涨跌幅-1.43%；创业板指报收2723.20点，涨跌幅-0.69%。从平均每笔成交数据来看，有2244只个股平均每笔成交量环比增加，其中，24只个股平均每笔成交量增幅超50%；2314只个股每笔成交量环比下降。,"http://finance.eastmoney.com/news/1353,202508283497627728.html",positive (stars 4 and 5),0.7702592015266418
证券要闻,2025-08-28 10:01:50,营业部最青睐个股曝光 5股净买入超亿元,证券时报网,证券时报·数据宝统计，8月27日龙虎榜中营业部资金净买入5.05亿元，其中，净买入的个股18只，净卖出的个股23只。净买入较多个股分别是麦格米特、万通发展、岩山科技等，净买入金额占当日成交额比例达18.37%、4.92%、3.03%。此外，营业部净卖出居前个股分别为步步高、川润股份、御银股份等，净卖出金额占当日成交额比例达6.61%、3.85%、5.06%。,"http://finance.eastmoney.com/news/1353,202508283497623513.html",positive (stars 4 and 5),0.7911365032196045
证券要闻,2025-08-28 10:00:47,8只个股大宗交易超5000万元,证券时报网,证券时报·数据宝统计，8月27日共有74只个股现身大宗交易平台，累计成交量0.84亿股，累计成交额14.77亿元，其中32只个股交易额超千万元。光启技术交易额最高，大宗交易共4笔，成交额2.88亿元；其次是剑桥科技，大宗交易共36笔，成交额1.30亿元。,"http://finance.eastmoney.com/news/1353,202508283497619476.html",positive (stars 4 and 5),0.9053900241851807
证券要闻,2025-08-28 10:00:06,乔锋智能目标价涨幅超69% 东芯股份评级被调低丨券商评级观察,21世纪经济报道,南财投研通数据显示，8月27日，券商给予上市公司目标价共201次，按最新收盘价计算，目标价涨幅排名居前的公司有乔锋智能、南极电商、北摩高科，目标价涨幅分别为69.90%、62.60%、62.40%，分别属于通用设备、互联网电商、航空装备行业。从券商推荐家数来看，8月27日有307家上市公司得到券商推荐，其中中国平安获得8家推荐，青岛啤酒获得7家推荐，珀莱雅获得7家推荐。,"http://finance.eastmoney.com/news/1353,202508283497611888.html",positive (stars 4 and 5),0.9066972732543945
证券要闻,2025-08-28 09:59:33,乔锋智能目标价涨幅超69%，东芯股份评级被调低丨券商评级观察,南方财经网,南方财经8月28日电，南财投研通数据显示，8月27日，券商给予上市公司目标价共201次，按最新收盘价计算，目标价涨幅排名居前的公司有乔锋智能、南极电商、北摩高科，目标价涨幅分别为69.90%、62.60%、62.40%，分别属于通用设备、互联网电商、航空装备行业。,"http://finance.eastmoney.com/news/1353,202508283497609633.html",positive (stars 4 and 5),0.8680204749107361
证券要闻,2025-08-28 09:58:46,楼市早餐荟 | 杭州市住宅老旧电梯集中更新已超4000台；中国海外发展上半年股东应占溢利85.99亿元,北京商报,【1】杭州市住宅老旧电梯集中更新已超4000台8月27日，杭州市政府新闻办、市住保房管局等部门联合召开杭州市推进住宅老旧电梯更新工作新闻发布会。会上介绍，杭州市积极响应“两新”工作部署，大力推动住宅老旧电梯更新，自去年7月全面启动以来，全市住宅老旧电梯集中更新已累计完成4353台，2993个楼道单元12.7万户居民用上了新电梯。,"http://finance.eastmoney.com/news/1353,202508283497605555.html",positive (stars 4 and 5),0.7645120024681091
证券要闻,2025-08-28 09:58:40,港股低开 美团跌近10%,每日经济新闻,8月28日早盘，港股市场低开回落。截至发稿时，恒生指数报25020点，下跌0.72%；恒生科技指数报5635点，下跌1.10%。焦点个股方面，美团昨日公布财报二季度及半年业绩，公司第二季度净利润下滑89%。今日早间，美团股价低开9.72%，开盘后略有回升。但截至发稿前，美团股价依旧下跌超8%。,"http://finance.eastmoney.com/news/1353,202508283497603810.html",positive (stars 4 and 5),0.6821703314781189
证券要闻,2025-08-28 09:58:38,外资持股比例超24%的股票名单,证券时报网,根据深沪交易所公布的境外投资者持股信息，8月27日共3只股票境外投资者持有比例超24%。来自港交所的信息显示，8月27日深股通已暂停买入思源电气，暂停买入生效日为2025年7月31日。,"http://finance.eastmoney.com/news/1353,202508283497605276.html",positive (stars 4 and 5),0.6539448499679565
证券要闻,2025-08-28 09:52:17,科创板50ETF基金上涨2.81% 换手率5.00% 成分股中芯国际涨7.91%、寒武纪涨4.65%,东方财富证券,【科创板50ETF基金上涨2.81% 换手率5.00% 成分股中芯国际涨7.91%、寒武纪涨4.65%】截至2025年08月28日 09:51，科创板50ETF基金(588840)上涨2.81%，最新价报1.206元，换手率5.00%。,"http://finance.eastmoney.com/news/1353,202508283497612026.html",positive (stars 4 and 5),0.793272852897644
证券要闻,2025-08-28 09:49:03,回购热潮席卷美股：以史上最快速度破万亿美元大关！,财联社,美国企业刚刚跨过了一个重要的里程碑：2025年迄今的股票回购规模以有史以来最快的速度突破1万亿美元。美国金融服务公司BirinyiAssociates汇编的数据显示，截至8月20日，已宣布的股票回购规模超过1万亿美元，创下达到这一水平所需的最短时间。此前的纪录是在去年10月创下的。此外，预计到年底，已完成的股票回购规模将达到1.1万亿美元。,"http://finance.eastmoney.com/news/1354,202508283497606739.html",positive (stars 4 and 5),0.943160891532898
证券要闻,2025-08-28 09:49:01,AI国家级文件落地 带来哪些投资机会？基金公司一线解读,财联社,财联社8月28日讯（记者闫军）“人工智能+”国家级产业行动文件落地，板块沸腾了。国务院日前印发《关于深入实施“人工智能+”行动的意见》，提出“人工智能+”路线图，首次对人工智能应用普及率提出明确的量化目标，并把智能终端普及率写进了政府KPI。,"http://finance.eastmoney.com/news/1353,202508283498414892.html",positive (stars 4 and 5),0.7971998453140259
证券要闻,2025-08-28 09:48:36,磷酸铁锂加入反内卷阵营，企业称“电池盈利不代表产业链都好”,华夏时报,成立刚满3个月，中国化学与物理电源行业协会磷酸铁锂材料分会在深圳召开了第一届第二次理事会，会议主题是行业内卷及去落后产能。,"http://finance.eastmoney.com/news/1354,202508283497603545.html",positive (stars 4 and 5),0.7189708352088928
证券要闻,2025-08-28 09:44:43,创业板两融余额增加39.06亿元,证券时报网,创业板股最新融资余额为4557.60亿元，环比增加39.05亿元，36只股融资余额环比增长超10%，融资余额环比降幅超10%的有27只。证券时报·数据宝统计显示，8月27日创业板指下跌0.69%，创业板股两融余额合计4572.17亿元，较上一交易日增加39.06亿元，已连续13个交易日增加。,"http://finance.eastmoney.com/news/1353,202508283497578794.html",positive (stars 4 and 5),0.766070544719696
证券要闻,2025-08-28 09:44:37,4家公司提前预告前三季度业绩,证券时报网,随着半年报业绩的披露，部分公司提前对前三季度业绩进行预告。证券时报·数据宝统计显示，共有4家公司公布了前三季度业绩预告。业绩预告类型来看，业绩预增的有4家。,"http://finance.eastmoney.com/news/1353,202508283497567443.html",positive (stars 4 and 5),0.8197516798973083
证券要闻,2025-08-28 09:44:31,融资客控盘比例超一成个股（附名单）,证券时报网,市场最新融资余额占流通市值的比例为2.39%，71股最受关注，融资余额占流通市值比例超过10%。证券时报·数据宝统计显示，8月27日市场融资余额为22123.54亿元，占A股流通市值的比例为2.39%。两融标的股中，共有71只股票融资余额占流通市值比例超10%，融资余额占比在5%~10%的有1120只，占比在1%~5%的有2203只，占比不超过1%的有324只。,"http://finance.eastmoney.com/news/1353,202508283497579826.html",positive (stars 4 and 5),0.9289312958717346
证券要闻,2025-08-28 09:44:27,杠杆资金连续13日加仓创业板股,证券时报网,创业板公司最新融资余额4557.60亿元，已连续13个交易日增加，其间累计增加555.23亿元。证券时报·数据宝统计显示，截至8月27日，创业板两融余额合计4572.17亿元，较上一交易日增加39.06亿元。其中，融资余额合计4557.60亿元，较上一交易日增加39.05亿元，为连续13个交易日增加，其间累计增加555.23亿元。,"http://finance.eastmoney.com/news/1353,202508283497564849.html",positive (stars 4 and 5),0.7609121799468994
证券要闻,2025-08-28 09:44:19,养老金二季度现身141只股前十大流通股东榜,证券时报网,养老金二级市场上持续落子布局，二季度末共现身141只个股前十大流通股东榜，其中，新进36只，增持39只。证券时报·数据宝统计显示，养老金账户最新出现在141只个股前十大流通股东名单中，合计持股量13.51亿股，期末持股市值合计275.88亿元。,"http://finance.eastmoney.com/news/1353,202508283497558398.html",positive (stars 4 and 5),0.9656875133514404
证券要闻,2025-08-28 09:44:17,270只科创板股融资余额环比增加,证券时报网,科创板融资余额较前一交易日增加19.04亿元，融券余额增加1036.82万元。270股融资余额环比增加，117股融券余额环比增加。证券时报·数据宝统计显示，截至8月27日，科创板两融余额合计2180.07亿元，较上一交易日增加19.14亿元。连续33个交易日增加。,"http://finance.eastmoney.com/news/1354,202508283497566915.html",positive (stars 4 and 5),0.8317789435386658
证券要闻,2025-08-28 09:44:17,107只科创板股获融资净买入超1000万元,证券时报网,科创板融资余额环比前一日增加19.04亿元，其中，107股融资余额环比增加超1000万元，融资净买入居前的有海光信息、寒武纪、中芯国际等股。证券时报·数据宝统计显示，截至8月27日，科创板两融余额合计2180.07亿元，较上一交易日增加19.14亿元，其中，融资余额合计2172.52亿元，较上一交易日增加19.04亿元。为连续33个交易日增加。,"http://finance.eastmoney.com/news/1354,202508283497562842.html",positive (stars 4 and 5),0.8040511608123779
证券要闻,2025-08-28 09:44:13,社保基金二季度重仓股名单（附股）,证券时报网,财报季，社保基金持股动向曝光！二季度末社保基金共现身396只个股前十大流通股东榜，新进91只，增持104只。证券时报·数据宝统计显示，社保基金最新出现在396只个股前十大流通股东名单中，合计持股量67.85亿股，期末持股市值合计1188.67亿元。持股变动显示，不变76只，减持125只，新进91只，增持104只。,"http://finance.eastmoney.com/news/1354,202508283497559780.html",positive (stars 4 and 5),0.9343027472496033
证券要闻,2025-08-28 09:44:10,社保基金持仓动向：二季度新进91股,证券时报网,半年报密集披露，机构最新持仓动向曝光!二季度社保基金新进股共有91只。目前共有3975家公司已经公布半年报，前十大流通股东数据透露出机构行踪。证券时报·数据宝统计显示，社保基金共现身396只股，调仓动向方面，二季度社保基金新进91股、增持104股、减持125股，社保基金持股量保持不变的有76股。,"http://finance.eastmoney.com/news/1354,202508283497550777.html",positive (stars 4 and 5),0.898898720741272
证券要闻,2025-08-28 09:44:06,社保基金二季度持有科创板股名单（附股）,证券时报网,财报季，社保基金持股动向曝光！二季度末社保基金共现身42只个股前十大流通股东榜，新进7只，增持11只。证券时报·数据宝统计显示，社保基金最新出现在42只科创板股前十大流通股东名单中，合计持股量2.07亿股，期末持股市值合计104.45亿元。持股变动显示，新进7只，增持11只，减持12只，12只股持股量保持不变。新进股中，中触媒、柏楚电子、苑东生物等持股量居前。,"http://finance.eastmoney.com/news/1354,202508283497548496.html",positive (stars 4 and 5),0.9313803911209106
证券要闻,2025-08-28 09:44:05,北交所公司分配方案全名单,证券时报网,半年报分红季来临，共有20家北交所公司公布了分配方案，分配方案中，涉及派现的有20家。证券时报·数据宝统计，公布现金分红方案公司中，锦波生物分红最慷慨，公司8月11日公布10派10元（含税）的分配方案，以此测算，派现金额达1.15亿元；其次是天工股份、广信科技等，派现金额为6556.00万元、5999.97万元。,"http://finance.eastmoney.com/news/1354,202508283497538837.html",positive (stars 4 and 5),0.7837105989456177
证券要闻,2025-08-28 13:11:28,绿电+算力站上风口 这些潜在受益股低市净率,数据宝,未来能否跑赢大盘？在数字化浪潮汹涌澎湃的今天，算力已然成为关键的生产要素，其重要性堪比工业时代的电力。人工智能大模型训练的方兴未艾、数据中心规模的不断扩大，以及数字经济的全面繁荣，使得算力需求如井喷般激增。与此同时，全球对可持续发展理念的日益重视，推动了绿色电力与算力产业的融合，实现二者的协同发展。绿电算力就此站在了行业发展的风口之上，迎来了前所未有的机遇。,"http://finance.eastmoney.com/news/1353,202508283497768788.html",positive (stars 4 and 5),0.9175546765327454
证券要闻,2025-08-28 09:40:16,首创证券H股发行上市获北京市国资委批复；8月以来超400只基金发布限购相关公告 | 券商基金早参,每日经济新闻,NO.1首创证券H股发行上市获北京市国资委批复8月27日晚间，首创证券发布公告称，近日，公司收到北京市人民政府国有资产监督管理委员会出具的《北京市人民政府国有资产监督管理委员会关于首创证券股份有限公司发行H股股份有关事项的批复》。根据该批复，北京市国资委原则同意首创证券本次拟公开发行H股的总体方案。,"http://finance.eastmoney.com/news/1353,202508283497534552.html",positive (stars 4 and 5),0.603774905204773
证券要闻,2025-08-28 09:36:42,“人工智能+”行动纲领重磅发布！AI叙事正在延续,东方财富证券,【“人工智能+”行动纲领重磅发布！AI叙事正在延续】8月28日，创业板人工智能指数低开高走，盘中涨超2%。跟踪指数表现的创业板人工智能ETF（159242）也出现较大幅度上涨，连续多日创下上市以来新高！,"http://finance.eastmoney.com/news/1353,202508283497529330.html",positive (stars 4 and 5),0.9063736796379089
证券要闻,2025-08-28 09:36:27,美联储降息预期持续升温！黄金股票ETF基金涨超2.0%,东方财富证券,【美联储降息预期持续升温！黄金股票ETF基金涨超2.0%】截至2025年8月28日9点34分，黄金股票ETF基金(159322)上涨超2.0%，最新价报1.324元。,"http://finance.eastmoney.com/news/1353,202508283497511387.html",positive (stars 4 and 5),0.85617595911026
证券要闻,2025-08-28 09:36:02,深股通现身11只个股龙虎榜,证券时报网,8月27日公开信息显示，深股通席位共现身11只个股龙虎榜。证券时报·数据宝统计显示，8月27日共有41只个股上榜龙虎榜，其中，11只个股前五大买卖营业部中出现深股通专用席位的身影。净买入的有岩山科技、宏景科技、科大智能等，净买入金额分别为23240.02万元、8906.09万元、5247.89万元。,"http://finance.eastmoney.com/news/1354,202508283497502872.html",positive (stars 4 and 5),0.781430184841156
证券要闻,2025-08-28 09:35:58,8月27日港股通净买入153.71亿港元,证券时报网,8月27日恒生指数下跌1.27%，报收25201.76点，全天南向资金通过港股通渠道合计净买入153.71亿港元。证券时报·数据宝统计，8月27日港股通全天合计成交金额为1911.72亿港元，成交净买入153.71亿港元。具体来看，沪市港股通成交金额1183.78亿港元，成交净买入90.05亿港元；深市港股通成交金额727.94亿港元，成交净买入63.66亿港元。,"http://finance.eastmoney.com/news/1354,202508283497493116.html",positive (stars 4 and 5),0.7163383364677429
证券要闻,2025-08-28 09:35:56,6G卫星通信重大突破！卫星产业ETF涨近4%,东方财富证券,【6G卫星通信重大突破！卫星产业ETF涨近4%】8月28日，三大指数开盘翻红，卫星互联网概念、6G概念强势领涨！卫星产业ETF（159218）上涨3.25%，成份股方面，中国卫星10cm涨停，北斗星通、航天电子、中国卫通纷纷上涨。,"http://finance.eastmoney.com/news/1353,202508283497537920.html",positive (stars 4 and 5),0.8972048759460449
证券要闻,2025-08-28 09:33:50,美国三大股指小幅收涨，英伟达盘后大跌,21世纪经济报道,当地时间8月27日，美股三大指数震荡上涨，截至收盘，道琼斯工业指数、纳斯达克指数、标普500指数分别上涨0.32%、0.21%、0.24%。美股大型科技股涨跌不一，Wind美国科技七巨头指数上涨0.15%，微软上涨0.94%，英伟达下跌0.09%。纳斯达克中国金龙指数下跌2.58%，知乎涨逾5%，唯品会、腾讯音乐、阿里巴巴等跌逾1%。,"http://finance.eastmoney.com/news/1354,202508283497473469.html",positive (stars 4 and 5),0.7255167365074158
证券要闻,2025-08-28 09:33:43,港股早参丨英伟达、美团财报出炉，机构称恒生科技抽水或近尾声,每日经济新闻,【市场复盘】8月27日，港股三大指数集体下跌。截至收盘，恒生指数跌1.27%，报25201.76点；恒生科技指数跌1.47%，报5697.53点；国企指数跌1.40%，报9020.26点。盘面上，医药、券商、房地产、茶饮、科网等多数个股走低，半导体股逆势走强。热点个股方面，蔚来涨超4%，快手跌近3.5%，美团跌超3%，腾讯控股跌超1.5%。,"http://finance.eastmoney.com/news/1354,202508283497470641.html",positive (stars 4 and 5),0.6422377824783325
证券要闻,2025-08-28 09:30:33,226只港股获南向资金大比例持有,证券时报网,南向资金对港股通标的股的整体持股比例为18.55%，226只个股南向资金持股比例超20%。互联互通机制下，内地投资者成为港股市场的重要参与者。证券时报·数据宝统计显示，截至8月27日，港股通标的股中，南向资金合计持有4649.74亿股，占标的股总股本的比例达18.55%，合计持股市值57946.94亿港元，占标的股总市值的比例为14.13%。,"http://finance.eastmoney.com/news/1354,202508283497467135.html",positive (stars 4 and 5),0.821257472038269
证券要闻,2025-08-28 09:30:28,指数短线调整难改中期趋势，重点留意 AI 产业链内部的轮动机会,财联社,导读：①算力硬件方向逆势活跃，作为本轮领涨主线对于市场具有较强的带动作用；②“人工智能+”政策推动端侧AI芯片走强，市场规模增长潜力大，需求刚性强；③国产算力、半导体芯片人气高但短期回落，套牢筹码待化解，低吸更稳妥。,"http://finance.eastmoney.com/news/1353,202508283497462883.html",positive (stars 4 and 5),0.942608118057251
证券要闻,2025-08-28 09:29:59,344家公司获机构调研（附名单）,证券时报网,近5日机构合计调研344家公司，天孚通信、德赛西威、中矿资源等被多家机构扎堆调研。证券时报·数据宝统计，近5个交易日（8月21日至8月27日）两市约344家公司被机构调研，调研机构类型显示，证券公司共对333家公司进行调研，即96.80%的上市公司调研活动有证券公司参与；基金公司调研293家，位列其后；阳光私募机构调研226家，排名第三。,"http://finance.eastmoney.com/news/1353,202508283497453134.html",positive (stars 4 and 5),0.8910384178161621
证券要闻,2025-08-28 09:29:19,522股融资余额增幅超5%,证券时报网,522股融资余额增幅超5%,"http://finance.eastmoney.com/news/1353,202508283497441586.html",positive (stars 4 and 5),0.6700633764266968
证券要闻,2025-08-28 09:29:09,152只北交所股票获融资净买入,证券时报网,截至8月27日，北交所融资融券余额合计74.73亿元，较前一交易日增加9349.21万元，其中，融资余额74.72亿元，较前一交易日增加9336.67万元，为连续3个交易日增加；融券余额为59.39万元，较前一交易日增加12.54万元。,"http://finance.eastmoney.com/news/1353,202508283497437924.html",positive (stars 4 and 5),0.8255329132080078
证券要闻,2025-08-28 09:29:09,养老金二季度现身11只科创板股,证券时报网,科创板股机构持股动向曝光，二季度末养老金共现身11只科创板股前十大流通股东榜，新进3只，增持2只。证券时报·数据宝统计显示，养老金最新出现在11只科创板股前十大流通股东名单中，合计持股量5066.99万股，期末持股市值合计26.47亿元。持股变动显示，新进3只，增持2只，减持4只，2只股持股量保持不变。,"http://finance.eastmoney.com/news/1353,202508283497435315.html",positive (stars 4 and 5),0.9599682688713074
证券要闻,2025-08-28 09:29:07,82股获融资客逆市净买入超亿元,证券时报网,截至8月27日，市场融资余额合计2.21万亿元，较前一交易日增加201.94亿元，这已经是融资余额连续4个交易日持续增加，其中，沪市融资余额11233.66亿元，较前一交易日增加115.48亿元；深市融资余额10815.16亿元，较前一交易日增加85.53亿元；北交所融资余额74.72亿元，较前一交易日增加9336.67万元。,"http://finance.eastmoney.com/news/1353,202508283497433837.html",positive (stars 4 and 5),0.7376967668533325
证券要闻,2025-08-28 09:29:01,8月27日港股回购一览,证券时报网,证券时报·数据宝统计显示，8月27日有17家香港上市公司进行了股份回购，合计回购787.60万股，回购金额6.14亿港元。,"http://finance.eastmoney.com/news/1353,202508283497431640.html",positive (stars 4 and 5),0.8022403120994568
证券要闻,2025-08-28 09:28:59,410只个股流通市值不足20亿元,证券时报网,相较于大盘股，小市值品种具备更高的股性以及活跃度，也更容易成为行情中的核心。证券时报·数据宝统计，截至8月27日收盘，两市共985只个股流通市值低于30亿元，其中410只个股流通市值不足20亿元。总市值方面，两市共1656只个股总市值低于50亿元，其中592只个股总市值不足30亿元。,"http://finance.eastmoney.com/news/1353,202508283497429075.html",positive (stars 4 and 5),0.8887562155723572
证券要闻,2025-08-28 00:06:16,美国财长贝森特：美联储主席将在秋天揭晓 美国政府没有理由入股英伟达,证券时报,【美国财长贝森特：美联储主席将在秋天揭晓 美国政府没有理由入股英伟达】美国财政部长贝森特周三接受了美国媒体福克斯商业频道的采访。他在采访中表示，即将向美国总统特朗普提交美联储主席候选人名单。他还批评美联储是一个不负责任的机构。此外，他还否认了美国政府将入股英伟达。,"http://finance.eastmoney.com/news/1353,202508273496900694.html",positive (stars 4 and 5),0.738309919834137
证券要闻,2025-08-28 09:16:14,中铝集团董事长段向东会见力拓集团董事长鲍达民,人民财讯,人民财讯8月28日电，8月26日，中铝集团董事长段向东会见力拓集团董事长鲍达民，双方围绕深化战略合作进行深入交流。,"http://finance.eastmoney.com/news/1354,202508283497406433.html",positive (stars 4 and 5),0.6048732399940491
证券要闻,2025-08-28 09:16:13,硅业分会发布多晶硅周评：当前供需基本面尚未实质性改善 价格上行主要依赖预期支撑,上海证券报·中国证券网,上证报中国证券网讯（记者王玉晴）8月27日，中国有色金属工业协会硅业分会（简称“硅业分会”）发布多晶硅周评。本周多晶硅n型复投料成交价格区间为4.6-5.1万元/吨，成交均价为4.79万元/吨，周环比持平。n型颗粒硅成交均价为4.70万元/吨，周环比上涨2.17%。本周多晶硅市场签单量环比缩减，主流签单企业数量减少至3-4家。,"http://finance.eastmoney.com/news/1353,202508283498508727.html",positive (stars 4 and 5),0.8891516923904419
证券要闻,2025-08-28 09:16:07,港股股票回购一览：17只个股获公司回购,每日经济新闻,每经AI快讯，Wind数据显示，8月27日，共17只港股获公司回购，4只个股回购金额超千万港元。其中，腾讯控股、恒生银行、美高梅中国回购金额最大，分别获公司回购5.5亿港元、2349.07万港元、1601.8万港元。截至8月27日，今年已有220只港股获公司回购，43只个股年内累计回购金额超亿港元。,"http://finance.eastmoney.com/news/1353,202508283497409884.html",positive (stars 4 and 5),0.8469881415367126
证券要闻,2025-08-28 09:15:35,汽车早报【8月28日】,财联社,"乘联分会：8月1-24日全国乘用车市场零售128.5万辆8月27日，乘联分会发文称，8月1-24日，全国乘用车市场零售128.5万辆，同比去年8月同期增长3%，较上月同期增长3%；今年以来累计零售1,403.1万辆，同比增长10%。崔东树：随着各地补贴的发放形式更加有节奏和控制规模，市场零售走势也相对更平稳。","http://finance.eastmoney.com/news/1354,202508283497398762.html",positive (stars 4 and 5),0.8761696815490723
证券要闻,2025-08-28 09:05:32,黄鹤楼酒业人事变动：朱向红已出任董事长；青岛啤酒上半年实现营收超200亿元丨酒业早参,每日经济新闻,丨2025年8月28日星期四丨NO.1黄鹤楼酒业人事变动：朱向红已出任董事长近日，据黄鹤楼酒业公司官方微信公众号显示，原黄鹤楼酒业总经理朱向红已出任公司董事长，现任安徽古井贡酒股份有限公司党委委员、副总经理，黄鹤楼酒业党委书记、董事长。,"http://finance.eastmoney.com/news/1354,202508283497359748.html",positive (stars 4 and 5),0.7193124890327454
